wtc1f01	Shi05M	0.2244391192199723	726
wtc1f03	Denisova06M	0.34659946152926263	1413
wtc1f03	Lee01M	0.5755648869841024	1409
wtc1f03	LeeSH01M	0.44705826933479365	1406
wtc1f03	Lin04M	0.42170299677414386	1403
wtc1f03	Lou01M	0.4489841785507919	1413
wtc1f03	MiyashitaM01M	0.32330588677239236	1413
wtc1f03	Mizumoto03M	0.3910032494808903	1405
wtc1f03	SunY01M	0.5468832823548913	1411
wtc1f03	Zhou01M	0.46527145308561113	1411
wtc1f03	m2013_01	0.5104135392629496	1403
wtc1f03	m2013_02	0.3607647344038553	1392
wtc1f04	m2014_01	0.2416419138098758	1307
wtc1f04	m2017_02	0.40852816860560137	1305
wtc1f04	m2018_03	0.13353841624448223	1307
wtc1f05	m2011_01	0.399054920082823	765
wtc1f05	m2017_02	0.35663636187483627	768
wtc1f06	m2011_01	0.5497183865447192	715
wtc1f08	m2015_01	0.38325419045132814	1375
wtc1f08	m2017_02	0.41983099863533596	1374
wtc1f08	m2017_03	0.3540057793661376	1373
wtc1f08	m2017_04	0.3483327831191239	1369
wtc1f08	m2017_05	0.46370445564766516	1365
wtc1f09	LuA01M	0.4264510514647218	728
wtc1f09	MiyashitaM01M	0.45596410468676746	726
wtc1f09	Ozaki01M	0.33209155475877433	728
wtc1f09	Richardson01M	0.40313679771631805	724
wtc1f09	WangA01M	0.4138317184389692	726
wtc1f09	m2013_01	0.4575200854878784	725
wtc1f10	m2015_01	0.5738846022046338	810
wtc1f11	LuoJ01M	0.4864397791933852	684
wtc1f12	Bult-ItoS02M	0.2901227152797805	1315
wtc1f12	Lan01M	0.23231985434291966	1309
wtc1f12	Lisiecki04M	0.392281615154023	1307
wtc1f12	ToA01M	0.46515454486311075	1317
wtc1f12	WangA01M	0.14691497362586572	1315
wtc1f12	YuP01M	0.35232522132341765	1316
wtc1f12	m2011_01	0.22776333555043052	1299
wtc1f13	VuV01M	0.5150218615229107	858
wtc1f13	Zhang01M	0.571692256385099	860
wtc1f15	Ko04M	0.2636169322922362	1713
wtc1f15	Nikiforov05M	0.37024119062037913	1711
wtc1f15	Tetzloff04M	0.3028032916516912	1713
wtc1f15	TuanS01M	0.2543385925961702	1707
wtc1f15	YoungS01M	0.4204676585269292	1708
wtc1f15	ZhangH04M	0.32291891156143526	1712
wtc1f15	m2013_01	0.23723455232264748	1679
wtc1f17	Song04M	0.3322450257707097	859
wtc1f17	m2013_01	0.33541676992594927	872
wtc1f18	LeeN01M	0.5831306689322688	780
wtc1f18	Shychko01M	0.39035803928365376	792
wtc1f18	TongB01M	0.4914084143102893	790
wtc1f18	m2013_01	0.36792632886678095	793
wtc1f19	SunD01M	0.4076634371807569	1176
wtc1f20	Rizikov01M	0.3178135169872777	2364
wtc1f20	Teo01M	0.41233302413407313	2363
wtc1f20	ZhangE01M	0.513639703213894	2331
wtc1f20	m2011_01	0.3165983978489746	2358
wtc1f21	SOLOM02	0.295971332350234	946
wtc1f22	HuNY01M	0.45270785155658283	734
